work_order_id,product_id,product_name,quantity,priority,due_time,status,source_case
AERO-07_29-1567A0100,1567A0100,1567A0100,40,0,,planned,07_29
AERO-07_29-4775_0002,4775_0002,4775_0002,72,0,,planned,07_29
AERO-07_29-810A0400,810A0400,810A0400,20,0,,planned,07_29
AERO-07_29-786A0600,786A0600,786A0600,28,0,,planned,07_29
AERO-07_29-786A0700,786A0700,786A0700,30,0,,planned,07_29
AERO-07_29-1556A0200,1556A0200,1556A0200,20,0,,planned,07_29
AERO-07_29-1559A0200,1559A0200,1559A0200,15,0,,planned,07_29
AERO-07_29-1555A0200,1555A0200,1555A0200,20,0,,planned,07_29
AERO-07_29-1553A0200,1553A0200,1553A0200,30,0,,planned,07_29
AERO-07_29-341_0250,341_0250,341_0250,45,0,,planned,07_29
AERO-07_29-S4_9504612,S4_9504612,S4_9504612,60,0,,planned,07_29
AERO-07_29-S4_9504622,S4_9504622,S4_9504622,30,0,,planned,07_29
AERO-07_29-6754_0481,6754_0481,6754_0481,50,0,,planned,07_29
AERO-07_29-6753_02011,6753_02011,6753_02011,50,0,,planned,07_29
AERO-07_29-920A0100,920A0100,920A0100,20,0,,planned,07_29
AERO-07_29-1394_0101,1394_0101,1394_0101,30,0,,planned,07_29
AERO-07_29-6864_0280,6864_0280,6864_0280,11,0,,planned,07_29
AERO-07_29-6898A0100,6898A0100,6898A0100,60,0,,planned,07_29
AERO-07_29-6724_0941,6724_0941,6724_0941,30,0,,planned,07_29
AERO-07_29-1964A2200,1964A2200,1964A2200,10,0,,planned,07_29
AERO-07_29-962A0100,962A0100,962A0100,20,0,,planned,07_29
AERO-07_29-S4_9704300,S4_9704300,S4_9704300,40,0,,planned,07_29
AERO-07_29-6724_0271,6724_0271,6724_0271,30,0,,planned,07_29
AERO-07_29-2434A2200,2434A2200,2434A2200,20,0,,planned,07_29
AERO-07_30-829D0100,829D0100,829D0100,36,0,,planned,07_30
AERO-07_30-787A0100,787A0100,787A0100,40,0,,planned,07_30
AERO-07_30-1320_0101,1320_0101,1320_0101,142,0,,planned,07_30
AERO-07_30-1806_5051,1806_5051,1806_5051,100,0,,planned,07_30
AERO-07_30-1806A0200,1806A0200,1806A0200,40,0,,planned,07_30
AERO-07_30-4774_0002,4774_0002,4774_0002,36,0,,planned,07_30
AERO-07_30-1567A0100,1567A0100,1567A0100,40,0,,planned,07_30
AERO-07_30-4775_0002,4775_0002,4775_0002,72,0,,planned,07_30
AERO-07_30-810A0400,810A0400,810A0400,20,0,,planned,07_30
AERO-07_30-786A0600,786A0600,786A0600,28,0,,planned,07_30
AERO-07_30-786A0700,786A0700,786A0700,30,0,,planned,07_30
AERO-07_30-1556A0200,1556A0200,1556A0200,20,0,,planned,07_30
AERO-07_30-1559A0200,1559A0200,1559A0200,15,0,,planned,07_30
AERO-07_30-1555A0200,1555A0200,1555A0200,20,0,,planned,07_30
AERO-07_30-1553A0200,1553A0200,1553A0200,30,0,,planned,07_30
AERO-07_30-341_0250,341_0250,341_0250,45,0,,planned,07_30
AERO-07_30-S4_9504612,S4_9504612,S4_9504612,60,0,,planned,07_30
AERO-07_30-S4_9504622,S4_9504622,S4_9504622,30,0,,planned,07_30
AERO-07_30-6754_0481,6754_0481,6754_0481,50,0,,planned,07_30
AERO-07_30-6753_02011,6753_02011,6753_02011,50,0,,planned,07_30
AERO-07_30-1394_0101,1394_0101,1394_0101,30,0,,planned,07_30
AERO-07_30-6864_0280,6864_0280,6864_0280,11,0,,planned,07_30
AERO-07_31-787A0100,787A0100,787A0100,20,0,,planned,07_31
AERO-07_31-1806A0200,1806A0200,1806A0200,20,0,,planned,07_31
AERO-07_31-1567A0100,1567A0100,1567A0100,40,0,,planned,07_31
AERO-07_31-786A0700,786A0700,786A0700,30,0,,planned,07_31
AERO-07_31-926_0102,926_0102,926_0102,112,0,,planned,07_31
AERO-07_31-3445A1800,3445A1800,3445A1800,40,0,,planned,07_31
AERO-07_31-3957A0600,3957A0600,3957A0600,30,0,,planned,07_31
AERO-07_31-4778_0102,4778_0102,4778_0102,40,0,,planned,07_31
AERO-07_31-1386A2200,1386A2200,1386A2200,30,0,,planned,07_31
AERO-07_31-6896A0100,6896A0100,6896A0100,30,0,,planned,07_31
AERO-07_31-1559A0200,1559A0200,1559A0200,15,0,,planned,07_31
AERO-07_31-6754_0481,6754_0481,6754_0481,50,0,,planned,07_31
AERO-07_31-6753_02011,6753_02011,6753_02011,50,0,,planned,07_31
AERO-07_31-1394_0101,1394_0101,1394_0101,30,0,,planned,07_31
AERO-07_31-6864_0280,6864_0280,6864_0280,11,0,,planned,07_31
AERO-08_01-787A0100,787A0100,787A0100,20,0,,planned,08_01
AERO-08_01-1806A0200,1806A0200,1806A0200,20,0,,planned,08_01
AERO-08_01-1567A0100,1567A0100,1567A0100,40,0,,planned,08_01
AERO-08_01-786A0700,786A0700,786A0700,30,0,,planned,08_01
AERO-08_01-926_0102,926_0102,926_0102,112,0,,planned,08_01
AERO-08_01-3445A1800,3445A1800,3445A1800,40,0,,planned,08_01
AERO-08_01-3957A0600,3957A0600,3957A0600,30,0,,planned,08_01
AERO-08_01-4778_0102,4778_0102,4778_0102,40,0,,planned,08_01
AERO-08_01-1386A2200,1386A2200,1386A2200,30,0,,planned,08_01
AERO-08_01-6896A0100,6896A0100,6896A0100,30,0,,planned,08_01
AERO-08_01-1559A0200,1559A0200,1559A0200,15,0,,planned,08_01
AERO-08_01-S4_9704411,S4_9704411,S4_9704411,60,0,,planned,08_01
AERO-08_01-918_0102,918_0102,918_0102,50,0,,planned,08_01
AERO-08_01-6898A0100,6898A0100,6898A0100,30,0,,planned,08_01
AERO-08_01-1964A2200,1964A2200,1964A2200,10,0,,planned,08_01
AERO-08_01-798_0184,798_0184,798_0184,30,0,,planned,08_01
AERO-08_01-962A0100,962A0100,962A0100,20,0,,planned,08_01
AERO-08_01-70069_23,70069_23,70069_23,40,0,,planned,08_01
AERO-08_01-3470_028,3470_028,3470_028,50,0,,planned,08_01
AERO-08_02-830D0100,830D0100,830D0100,72,0,,planned,08_02
AERO-08_02-829D0100,829D0100,829D0100,108,0,,planned,08_02
AERO-08_02-831A0600,831A0600,831A0600,80,0,,planned,08_02
AERO-08_02-1806_041,1806_041,1806_041,30,0,,planned,08_02
AERO-08_02-1567A0100,1567A0100,1567A0100,40,0,,planned,08_02
AERO-08_02-810A0400,810A0400,810A0400,40,0,,planned,08_02
AERO-08_02-786A0900,786A0900,786A0900,120,0,,planned,08_02
AERO-08_02-786A0600,786A0600,786A0600,28,0,,planned,08_02
AERO-08_02-3957A0600,3957A0600,3957A0600,30,0,,planned,08_02
AERO-08_02-1553A0200,1553A0200,1553A0200,15,0,,planned,08_02
AERO-08_02-60091_011,60091_011,60091_011,30,0,,planned,08_02
AERO-08_02-4781A0100,4781A0100,4781A0100,40,0,,planned,08_02
AERO-08_02-3470_085,3470_085,3470_085,30,0,,planned,08_02
AERO-08_02-920A0100,920A0100,920A0100,10,0,,planned,08_02
AERO-08_02-5450A0000,5450A0000,5450A0000,50,0,,planned,08_02
AERO-08_02-1568_0101,1568_0101,1568_0101,30,0,,planned,08_02
AERO-08_02-6898A0100,6898A0100,6898A0100,30,0,,planned,08_02
AERO-08_02-6724_0941,6724_0941,6724_0941,20,0,,planned,08_02
AERO-08_05-829D0100,829D0100,829D0100,36,0,,planned,08_05
AERO-08_05-787A0100,787A0100,787A0100,40,0,,planned,08_05
AERO-08_05-1320_0101,1320_0101,1320_0101,71,0,,planned,08_05
AERO-08_05-831A0600,831A0600,831A0600,40,0,,planned,08_05
AERO-08_05-1806A0200,1806A0200,1806A0200,40,0,,planned,08_05
AERO-08_05-810A0400,810A0400,810A0400,20,0,,planned,08_05
AERO-08_05-786A0900,786A0900,786A0900,60,0,,planned,08_05
AERO-08_05-786A0600,786A0600,786A0600,56,0,,planned,08_05
AERO-08_05-786A0700,786A0700,786A0700,30,0,,planned,08_05
AERO-08_05-1386A2200,1386A2200,1386A2200,40,0,,planned,08_05
AERO-08_05-1556A0200,1556A0200,1556A0200,20,0,,planned,08_05
AERO-08_05-1559A0200,1559A0200,1559A0200,20,0,,planned,08_05
AERO-08_05-1555A0200,1555A0200,1555A0200,20,0,,planned,08_05
AERO-08_05-60078_0900,60078_0900,60078_0900,50,0,,planned,08_05
AERO-08_05-6753_02011,6753_02011,6753_02011,30,0,,planned,08_05
AERO-08_05-S4_9704411,S4_9704411,S4_9704411,80,0,,planned,08_05
AERO-08_05-962A0100,962A0100,962A0100,20,0,,planned,08_05
AERO-08_05-S4_9704300,S4_9704300,S4_9704300,39,0,,planned,08_05
AERO-08_05-6724_0271,6724_0271,6724_0271,60,0,,planned,08_05
AERO-08_06-830D0100,830D0100,830D0100,36,0,,planned,08_06
AERO-08_06-787A0100,787A0100,787A0100,40,0,,planned,08_06
AERO-08_06-1806_041,1806_041,1806_041,25,0,,planned,08_06
AERO-08_06-1806A0200,1806A0200,1806A0200,60,0,,planned,08_06
AERO-08_06-1567A0100,1567A0100,1567A0100,40,0,,planned,08_06
AERO-08_06-810A0400,810A0400,810A0400,40,0,,planned,08_06
AERO-08_06-786A0600,786A0600,786A0600,28,0,,planned,08_06
AERO-08_06-3957A0600,3957A0600,3957A0600,30,0,,planned,08_06
AERO-08_06-4778_0102,4778_0102,4778_0102,40,0,,planned,08_06
AERO-08_06-1556A0200,1556A0200,1556A0200,40,0,,planned,08_06
AERO-08_06-1559A0200,1559A0200,1559A0200,20,0,,planned,08_06
AERO-08_06-1555A0200,1555A0200,1555A0200,40,0,,planned,08_06
AERO-08_06-1553A0200,1553A0200,1553A0200,15,0,,planned,08_06
AERO-08_06-1554A0200,1554A0200,1554A0200,15,0,,planned,08_06
AERO-08_06-341_0250,341_0250,341_0250,45,0,,planned,08_06
AERO-08_06-60091_011,60091_011,60091_011,30,0,,planned,08_06
AERO-08_06-6774_01030,6774_01030,6774_01030,40,0,,planned,08_06
AERO-08_06-S4_9704411,S4_9704411,S4_9704411,40,0,,planned,08_06
AERO-08_06-920A0100,920A0100,920A0100,10,0,,planned,08_06
AERO-08_06-6864_0280,6864_0280,6864_0280,11,0,,planned,08_06
AERO-08_06-798_0184,798_0184,798_0184,10,0,,planned,08_06
AERO-08_06-S4_9704300,S4_9704300,S4_9704300,39,0,,planned,08_06
AERO-08_06-6724_0271,6724_0271,6724_0271,60,0,,planned,08_06
AERO-08_07-830D0100,830D0100,830D0100,108,0,,planned,08_07
AERO-08_07-787A0100,787A0100,787A0100,20,0,,planned,08_07
AERO-08_07-831A0600,831A0600,831A0600,40,0,,planned,08_07
AERO-08_07-1806D0900,1806D0900,1806D0900,100,0,,planned,08_07
AERO-08_07-1806A0200,1806A0200,1806A0200,20,0,,planned,08_07
AERO-08_07-1567A0100,1567A0100,1567A0100,40,0,,planned,08_07
AERO-08_07-810A0400,810A0400,810A0400,80,0,,planned,08_07
AERO-08_07-926_0102,926_0102,926_0102,50,0,,planned,08_07
AERO-08_07-3957A0600,3957A0600,3957A0600,30,0,,planned,08_07
AERO-08_07-4778_0102,4778_0102,4778_0102,40,0,,planned,08_07
AERO-08_07-6896A0100,6896A0100,6896A0100,30,0,,planned,08_07
AERO-08_07-1556A0200,1556A0200,1556A0200,20,0,,planned,08_07
AERO-08_07-1555A0200,1555A0200,1555A0200,20,0,,planned,08_07
AERO-08_07-1553A0200,1553A0200,1553A0200,30,0,,planned,08_07
AERO-08_07-1554A0200,1554A0200,1554A0200,15,0,,planned,08_07
AERO-08_07-342_0460,342_0460,342_0460,20,0,,planned,08_07
AERO-08_07-6754_0481,6754_0481,6754_0481,50,0,,planned,08_07
AERO-08_07-3470_085,3470_085,3470_085,30,0,,planned,08_07
AERO-08_07-6724_0941,6724_0941,6724_0941,20,0,,planned,08_07
AERO-08_07-1964A2200,1964A2200,1964A2200,20,0,,planned,08_07
AERO-08_07-S4_9704300,S4_9704300,S4_9704300,39,0,,planned,08_07
AERO-08_07-3470_028,3470_028,3470_028,30,0,,planned,08_07
AERO-08_08-830D0100,830D0100,830D0100,36,0,,planned,08_08
AERO-08_08-831A0600,831A0600,831A0600,40,0,,planned,08_08
AERO-08_08-4775_0002,4775_0002,4775_0002,36,0,,planned,08_08
AERO-08_08-810A0400,810A0400,810A0400,20,0,,planned,08_08
AERO-08_08-786A0700,786A0700,786A0700,30,0,,planned,08_08
AERO-08_08-3445A1800,3445A1800,3445A1800,30,0,,planned,08_08
AERO-08_08-3958A0600,3958A0600,3958A0600,60,0,,planned,08_08
AERO-08_08-1554A0200,1554A0200,1554A0200,30,0,,planned,08_08
AERO-08_08-3470_085,3470_085,3470_085,30,0,,planned,08_08
AERO-08_08-6724_0941,6724_0941,6724_0941,20,0,,planned,08_08
AERO-08_08-1964A2200,1964A2200,1964A2200,20,0,,planned,08_08
AERO-08_08-798_0184,798_0184,798_0184,17,0,,planned,08_08
AERO-08_08-2434A2200,2434A2200,2434A2200,20,0,,planned,08_08
AERO-08_08-3470_028,3470_028,3470_028,30,0,,planned,08_08
AERO-08_09-4775_0002,4775_0002,4775_0002,72,0,,planned,08_09
AERO-08_09-810A0400,810A0400,810A0400,40,0,,planned,08_09
AERO-08_09-786A0900,786A0900,786A0900,60,0,,planned,08_09
AERO-08_09-786A0600,786A0600,786A0600,28,0,,planned,08_09
AERO-08_09-926_0102,926_0102,926_0102,54,0,,planned,08_09
AERO-08_09-3957A0600,3957A0600,3957A0600,57,0,,planned,08_09
AERO-08_09-3958A0600,3958A0600,3958A0600,60,0,,planned,08_09
AERO-08_09-1386A2200,1386A2200,1386A2200,28,0,,planned,08_09
AERO-08_09-S4_9504612,S4_9504612,S4_9504612,30,0,,planned,08_09
AERO-08_09-S4_9504622,S4_9504622,S4_9504622,30,0,,planned,08_09
AERO-08_09-6724_0941,6724_0941,6724_0941,20,0,,planned,08_09
AERO-08_09-1964A2200,1964A2200,1964A2200,20,0,,planned,08_09
AERO-08_09-798_0184,798_0184,798_0184,17,0,,planned,08_09
AERO-08_09-2434A2200,2434A2200,2434A2200,20,0,,planned,08_09
AERO-08_09-3470_028,3470_028,3470_028,30,0,,planned,08_09
AERO-08_12-829D0100,829D0100,829D0100,35,0,,planned,08_12
AERO-08_12-1320_0101,1320_0101,1320_0101,71,0,,planned,08_12
AERO-08_12-831A0600,831A0600,831A0600,40,0,,planned,08_12
AERO-08_12-1806A0800,1806A0800,1806A0800,100,0,,planned,08_12
AERO-08_12-1312_0101,1312_0101,1312_0101,52,0,,planned,08_12
AERO-08_12-1806A0200,1806A0200,1806A0200,38,0,,planned,08_12
AERO-08_12-1567A0100,1567A0100,1567A0100,40,0,,planned,08_12
AERO-08_12-4775_0002,4775_0002,4775_0002,36,0,,planned,08_12
AERO-08_12-786A0600,786A0600,786A0600,28,0,,planned,08_12
AERO-08_12-786A0700,786A0700,786A0700,30,0,,planned,08_12
AERO-08_12-3957A0600,3957A0600,3957A0600,57,0,,planned,08_12
AERO-08_12-3958A0600,3958A0600,3958A0600,30,0,,planned,08_12
AERO-08_12-1386A2200,1386A2200,1386A2200,28,0,,planned,08_12
AERO-08_12-1556A0200,1556A0200,1556A0200,20,0,,planned,08_12
AERO-08_12-1559A0200,1559A0200,1559A0200,20,0,,planned,08_12
AERO-08_12-1555A0200,1555A0200,1555A0200,19,0,,planned,08_12
AERO-08_12-60078_0900,60078_0900,60078_0900,47,0,,planned,08_12
AERO-08_12-1553A0200,1553A0200,1553A0200,15,0,,planned,08_12
AERO-08_12-1554A0200,1554A0200,1554A0200,15,0,,planned,08_12
AERO-08_12-341_0250,341_0250,341_0250,45,0,,planned,08_12
AERO-08_12-60091_011,60091_011,60091_011,30,0,,planned,08_12
AERO-08_12-6774_01030,6774_01030,6774_01030,50,0,,planned,08_12
AERO-08_12-3470_085,3470_085,3470_085,30,0,,planned,08_12
AERO-08_12-6753_02011,6753_02011,6753_02011,50,0,,planned,08_12
AERO-08_12-1394_0101,1394_0101,1394_0101,30,0,,planned,08_12
AERO-08_12-6864_0280,6864_0280,6864_0280,11,0,,planned,08_12
AERO-08_12-1568_0101,1568_0101,1568_0101,20,0,,planned,08_12
AERO-08_12-1964A2200,1964A2200,1964A2200,10,0,,planned,08_12
AERO-08_12-962A0100,962A0100,962A0100,18,0,,planned,08_12
AERO-08_12-1642A0400,1642A0400,1642A0400,30,0,,planned,08_12
AERO-08_12-2434A2200,2434A2200,2434A2200,20,0,,planned,08_12
AERO-08_13-830D0100,830D0100,830D0100,72,0,,planned,08_13
AERO-08_13-787A0100,787A0100,787A0100,20,0,,planned,08_13
AERO-08_13-831A0600,831A0600,831A0600,120,0,,planned,08_13
AERO-08_13-1312_0101,1312_0101,1312_0101,52,0,,planned,08_13
AERO-08_13-1806_5051,1806_5051,1806_5051,100,0,,planned,08_13
AERO-08_13-1806A0200,1806A0200,1806A0200,18,0,,planned,08_13
AERO-08_13-1567A0100,1567A0100,1567A0100,40,0,,planned,08_13
AERO-08_13-786A0600,786A0600,786A0600,28,0,,planned,08_13
AERO-08_13-3957A0600,3957A0600,3957A0600,57,0,,planned,08_13
AERO-08_13-1386A2200,1386A2200,1386A2200,28,0,,planned,08_13
AERO-08_13-1556A0200,1556A0200,1556A0200,20,0,,planned,08_13
AERO-08_13-1559A0200,1559A0200,1559A0200,20,0,,planned,08_13
AERO-08_13-1555A0200,1555A0200,1555A0200,19,0,,planned,08_13
AERO-08_13-1553A0200,1553A0200,1553A0200,15,0,,planned,08_13
AERO-08_13-1554A0200,1554A0200,1554A0200,15,0,,planned,08_13
AERO-08_13-341_0250,341_0250,341_0250,45,0,,planned,08_13
AERO-08_13-60091_011,60091_011,60091_011,30,0,,planned,08_13
AERO-08_13-6774_01030,6774_01030,6774_01030,50,0,,planned,08_13
AERO-08_13-6753_02011,6753_02011,6753_02011,50,0,,planned,08_13
AERO-08_13-1394_0101,1394_0101,1394_0101,30,0,,planned,08_13
AERO-08_13-1568_0101,1568_0101,1568_0101,20,0,,planned,08_13
AERO-08_13-798_0184,798_0184,798_0184,20,0,,planned,08_13
AERO-08_13-962A0100,962A0100,962A0100,18,0,,planned,08_13
AERO-08_13-1642A0400,1642A0400,1642A0400,50,0,,planned,08_13
AERO-08_14-830D0100,830D0100,830D0100,36,0,,planned,08_14
AERO-08_14-831A0600,831A0600,831A0600,40,0,,planned,08_14
AERO-08_14-1312_0101,1312_0101,1312_0101,52,0,,planned,08_14
AERO-08_14-3957A0600,3957A0600,3957A0600,57,0,,planned,08_14
AERO-08_14-1386A2200,1386A2200,1386A2200,28,0,,planned,08_14
AERO-08_14-1556A0200,1556A0200,1556A0200,20,0,,planned,08_14
AERO-08_14-1555A0200,1555A0200,1555A0200,19,0,,planned,08_14
AERO-08_14-1553A0200,1553A0200,1553A0200,15,0,,planned,08_14
AERO-08_14-341_0250,341_0250,341_0250,45,0,,planned,08_14
AERO-08_14-6774_01030,6774_01030,6774_01030,50,0,,planned,08_14
AERO-08_14-1394_0101,1394_0101,1394_0101,30,0,,planned,08_14
AERO-08_14-1568_0101,1568_0101,1568_0101,20,0,,planned,08_14
AERO-08_14-798_0184,798_0184,798_0184,20,0,,planned,08_14
AERO-08_14-S4_9704300,S4_9704300,S4_9704300,33,0,,planned,08_14
AERO-08_14-1642A0400,1642A0400,1642A0400,30,0,,planned,08_14
AERO-08_15-831A0600,831A0600,831A0600,40,0,,planned,08_15
AERO-08_15-1312_0101,1312_0101,1312_0101,52,0,,planned,08_15
AERO-08_15-786A0600,786A0600,786A0600,28,0,,planned,08_15
AERO-08_15-1556A0200,1556A0200,1556A0200,20,0,,planned,08_15
AERO-08_15-1555A0200,1555A0200,1555A0200,19,0,,planned,08_15
AERO-08_15-1553A0200,1553A0200,1553A0200,15,0,,planned,08_15
AERO-08_15-1394_0101,1394_0101,1394_0101,30,0,,planned,08_15
AERO-08_15-6898A0100,6898A0100,6898A0100,30,0,,planned,08_15
AERO-08_15-6724_0941,6724_0941,6724_0941,18,0,,planned,08_15
AERO-08_15-1964A2200,1964A2200,1964A2200,9,0,,planned,08_15
AERO-08_15-S4_9704300,S4_9704300,S4_9704300,33,0,,planned,08_15
AERO-08_15-1642A0400,1642A0400,1642A0400,30,0,,planned,08_15
AERO-08_16-1806A0200,1806A0200,1806A0200,40,0,,planned,08_16
AERO-08_16-1567A0100,1567A0100,1567A0100,38,0,,planned,08_16
AERO-08_16-786A0600,786A0600,786A0600,28,0,,planned,08_16
AERO-08_16-786A0700,786A0700,786A0700,30,0,,planned,08_16
AERO-08_16-3957A0600,3957A0600,3957A0600,60,0,,planned,08_16
AERO-08_16-3470_085,3470_085,3470_085,28,0,,planned,08_16
AERO-08_16-1394_0101,1394_0101,1394_0101,30,0,,planned,08_16
AERO-08_16-6898A0100,6898A0100,6898A0100,30,0,,planned,08_16
AERO-08_16-1964A2200,1964A2200,1964A2200,9,0,,planned,08_16
AERO-08_16-1642A0400,1642A0400,1642A0400,30,0,,planned,08_16
AERO-08_19-1806A0200,1806A0200,1806A0200,20,0,,planned,08_19
AERO-08_19-3957A0600,3957A0600,3957A0600,60,0,,planned,08_19
AERO-08_19-4778_0102,4778_0102,4778_0102,65,0,,planned,08_19
AERO-08_19-1386A2200,1386A2200,1386A2200,40,0,,planned,08_19
AERO-08_19-1556A0200,1556A0200,1556A0200,20,0,,planned,08_19
AERO-08_19-1559A0200,1559A0200,1559A0200,40,0,,planned,08_19
AERO-08_19-60078_0900,60078_0900,60078_0900,60,0,,planned,08_19
AERO-08_19-1554A0200,1554A0200,1554A0200,45,0,,planned,08_19
AERO-08_19-342_0460,342_0460,342_0460,60,0,,planned,08_19
AERO-08_19-6774_01030,6774_01030,6774_01030,30,0,,planned,08_19
AERO-08_19-920A0100,920A0100,920A0100,10,0,,planned,08_19
AERO-08_19-1394_0101,1394_0101,1394_0101,30,0,,planned,08_19
AERO-08_20-787A0100,787A0100,787A0100,20,0,,planned,08_20
AERO-08_20-831A0600,831A0600,831A0600,40,0,,planned,08_20
AERO-08_20-1312_0101,1312_0101,1312_0101,52,0,,planned,08_20
AERO-08_20-1806A0200,1806A0200,1806A0200,60,0,,planned,08_20
AERO-08_20-4774_0002,4774_0002,4774_0002,30,0,,planned,08_20
AERO-08_20-1567A0100,1567A0100,1567A0100,40,0,,planned,08_20
AERO-08_20-810A0400,810A0400,810A0400,60,0,,planned,08_20
AERO-08_20-786A0600,786A0600,786A0600,28,0,,planned,08_20
AERO-08_20-786A0700,786A0700,786A0700,30,0,,planned,08_20
AERO-08_20-4778_0102,4778_0102,4778_0102,65,0,,planned,08_20
AERO-08_20-1386A2200,1386A2200,1386A2200,40,0,,planned,08_20
AERO-08_20-1556A0200,1556A0200,1556A0200,20,0,,planned,08_20
AERO-08_20-1559A0200,1559A0200,1559A0200,40,0,,planned,08_20
AERO-08_20-60078_0900,60078_0900,60078_0900,60,0,,planned,08_20
AERO-08_20-1554A0200,1554A0200,1554A0200,45,0,,planned,08_20
AERO-08_20-342_0460,342_0460,342_0460,60,0,,planned,08_20
AERO-08_20-6774_01030,6774_01030,6774_01030,30,0,,planned,08_20
AERO-08_20-6754_0481,6754_0481,6754_0481,47,0,,planned,08_20
AERO-08_20-S4_9704411,S4_9704411,S4_9704411,29,0,,planned,08_20
AERO-08_20-920A0100,920A0100,920A0100,10,0,,planned,08_20
AERO-08_20-1394_0101,1394_0101,1394_0101,30,0,,planned,08_20
AERO-08_20-962A0100,962A0100,962A0100,15,0,,planned,08_20
AERO-08_20-70069_23,70069_23,70069_23,42,0,,planned,08_20
AERO-08_20-3470_028,3470_028,3470_028,25,0,,planned,08_20
