case_id,item_id,quantity,source_type
stress_30,1394_0101,30,simulated_stress
stress_30,962A0100,15,simulated_stress
stress_30,70069_23,42,simulated_stress
stress_30,3470_028,25,simulated_stress
stress_4,830D0100,36,simulated_stress
stress_4,829D0100,108,simulated_stress
stress_4,787A0100,100,simulated_stress
stress_4,1320_0101,213,simulated_stress
stress_4,831A0600,160,simulated_stress
stress_4,1806_041,75,simulated_stress
stress_4,1312_0101,208,simulated_stress
stress_4,1806A0200,160,simulated_stress
stress_4,4774_0002,108,simulated_stress
stress_4,1567A0100,160,simulated_stress
stress_4,4775_0002,108,simulated_stress
stress_4,810A0400,80,simulated_stress
stress_4,786A0900,120,simulated_stress
stress_4,786A0600,28,simulated_stress
stress_4,786A0700,120,simulated_stress
stress_4,3957A0600,34,simulated_stress
stress_4,4778_0102,80,simulated_stress
stress_4,3958A0600,120,simulated_stress
stress_4,6896A0100,25,simulated_stress
stress_4,1556A0200,20,simulated_stress
stress_4,1559A0200,90,simulated_stress
stress_4,1555A0200,50,simulated_stress
stress_4,60078_0900,100,simulated_stress
stress_4,1553A0200,75,simulated_stress
stress_4,1554A0200,45,simulated_stress
stress_4,60091_011,120,simulated_stress
stress_4,4781A0100,40,simulated_stress
stress_4,6774_01030,30,simulated_stress
stress_4,6754_0481,50,simulated_stress
stress_4,3470_085,50,simulated_stress
stress_4,6753_02011,50,simulated_stress
stress_4,920A0100,20,simulated_stress
stress_4,1394_0101,60,simulated_stress
stress_4,1568_0101,100,simulated_stress
stress_4,1964A2200,10,simulated_stress
stress_4,798_0184,40,simulated_stress
stress_4,S4_9704300,48,simulated_stress
stress_4,6724_0271,60,simulated_stress
stress_4,2434A2200,40,simulated_stress
stress_4,3470_028,90,simulated_stress
stress_5,830D0100,144,simulated_stress
stress_5,829D0100,36,simulated_stress
stress_5,787A0100,60,simulated_stress
stress_5,1320_0101,213,simulated_stress
stress_5,831A0600,90,simulated_stress
stress_5,1806_041,50,simulated_stress
stress_5,1806D0900,100,simulated_stress
stress_5,1312_0101,156,simulated_stress
stress_5,1806A0200,120,simulated_stress
stress_5,4774_0002,36,simulated_stress
stress_5,1567A0100,120,simulated_stress
stress_5,4775_0002,72,simulated_stress
stress_5,810A0400,80,simulated_stress
stress_5,786A0900,120,simulated_stress
stress_5,786A0600,56,simulated_stress
stress_5,786A0700,60,simulated_stress
stress_5,3957A0600,34,simulated_stress
stress_5,4778_0102,80,simulated_stress
stress_5,3958A0600,120,simulated_stress
stress_5,6896A0100,50,simulated_stress
stress_5,1556A0200,40,simulated_stress
stress_5,1559A0200,90,simulated_stress
stress_5,1555A0200,70,simulated_stress
stress_5,60078_0900,100,simulated_stress
stress_5,1553A0200,90,simulated_stress
stress_5,1554A0200,60,simulated_stress
stress_5,60091_011,120,simulated_stress
stress_5,4781A0100,80,simulated_stress
stress_5,342_0460,30,simulated_stress
stress_5,6774_01030,60,simulated_stress
stress_5,6754_0481,100,simulated_stress
stress_5,3470_085,50,simulated_stress
stress_5,920A0100,20,simulated_stress
stress_5,1394_0101,60,simulated_stress
stress_5,1568_0101,100,simulated_stress
stress_5,1964A2200,10,simulated_stress
stress_5,798_0184,40,simulated_stress
stress_5,S4_9704300,48,simulated_stress
stress_5,2434A2200,40,simulated_stress
stress_5,3470_028,90,simulated_stress
stress_6,830D0100,144,simulated_stress
stress_6,787A0100,40,simulated_stress
stress_6,1320_0101,142,simulated_stress
stress_6,831A0600,60,simulated_stress
stress_6,1806D0900,100,simulated_stress
stress_6,1312_0101,104,simulated_stress
stress_6,1806A0200,100,simulated_stress
stress_6,1567A0100,80,simulated_stress
stress_6,4775_0002,72,simulated_stress
stress_6,810A0400,40,simulated_stress
stress_6,786A0900,60,simulated_stress
stress_6,786A0600,84,simulated_stress
stress_6,786A0700,30,simulated_stress
stress_6,926_0102,50,simulated_stress
stress_6,3957A0600,17,simulated_stress
stress_6,4778_0102,40,simulated_stress
stress_6,3958A0600,180,simulated_stress
stress_6,1386A2200,40,simulated_stress
stress_6,6896A0100,75,simulated_stress
stress_6,1556A0200,60,simulated_stress
stress_6,1559A0200,105,simulated_stress
stress_6,1555A0200,35,simulated_stress
stress_6,60078_0900,50,simulated_stress
stress_6,1553A0200,60,simulated_stress
stress_6,1554A0200,30,simulated_stress
stress_6,60091_011,60,simulated_stress
stress_6,4781A0100,80,simulated_stress
stress_6,342_0460,30,simulated_stress
stress_6,6774_01030,60,simulated_stress
stress_6,6754_0481,50,simulated_stress
stress_6,3470_085,25,simulated_stress
stress_6,920A0100,20,simulated_stress
stress_6,1394_0101,60,simulated_stress
stress_6,1568_0101,100,simulated_stress
stress_6,1964A2200,10,simulated_stress
stress_6,798_0184,20,simulated_stress
stress_6,S4_9704300,24,simulated_stress
stress_6,2434A2200,40,simulated_stress
stress_6,3470_028,30,simulated_stress
stress_7,830D0100,180,simulated_stress
stress_7,787A0100,80,simulated_stress
stress_7,1320_0101,213,simulated_stress
stress_7,831A0600,120,simulated_stress
stress_7,1806_041,75,simulated_stress
stress_7,1312_0101,52,simulated_stress
stress_7,1806A0200,160,simulated_stress
stress_7,1567A0100,160,simulated_stress
stress_7,4775_0002,36,simulated_stress
stress_7,810A0400,40,simulated_stress
stress_7,786A0900,60,simulated_stress
stress_7,786A0600,84,simulated_stress
stress_7,926_0102,50,simulated_stress
stress_7,3957A0600,60,simulated_stress
stress_7,4778_0102,30,simulated_stress
stress_7,3958A0600,180,simulated_stress
stress_7,1386A2200,80,simulated_stress
stress_7,6896A0100,100,simulated_stress
stress_7,1556A0200,80,simulated_stress
stress_7,1559A0200,105,simulated_stress
stress_7,1553A0200,30,simulated_stress
stress_7,4781A0100,80,simulated_stress
stress_7,6774_01030,30,simulated_stress
stress_7,920A0100,20,simulated_stress
stress_7,1394_0101,60,simulated_stress
stress_7,1568_0101,100,simulated_stress
stress_7,1964A2200,5,simulated_stress
stress_7,2434A2200,20,simulated_stress
stress_8,830D0100,360,simulated_stress
stress_8,829D0100,72,simulated_stress
stress_8,787A0100,80,simulated_stress
stress_8,1320_0101,142,simulated_stress
stress_8,831A0600,220,simulated_stress
stress_8,1806_041,150,simulated_stress
stress_8,1806D0900,200,simulated_stress
stress_8,1806A0800,100,simulated_stress
stress_8,1806_5051,100,simulated_stress
stress_8,1806A0200,160,simulated_stress
stress_8,1567A0100,280,simulated_stress
stress_8,810A0400,60,simulated_stress
stress_8,786A0900,60,simulated_stress
stress_8,786A0600,84,simulated_stress
stress_8,786A0700,30,simulated_stress
stress_8,3957A0600,120,simulated_stress
stress_8,4778_0102,60,simulated_stress
stress_8,3958A0600,120,simulated_stress
stress_8,1386A2200,80,simulated_stress
stress_8,6896A0100,50,simulated_stress
stress_8,1556A0200,40,simulated_stress
stress_8,1559A0200,90,simulated_stress
stress_8,1555A0200,20,simulated_stress
stress_8,1553A0200,30,simulated_stress
stress_8,4781A0100,80,simulated_stress
stress_8,6774_01030,50,simulated_stress
stress_8,6754_0481,50,simulated_stress
stress_8,6753_02011,45,simulated_stress
stress_8,920A0100,20,simulated_stress
stress_8,1394_0101,30,simulated_stress
stress_8,1568_0101,100,simulated_stress
stress_8,1964A2200,20,simulated_stress
stress_8,962A0100,15,simulated_stress
stress_9,830D0100,360,simulated_stress
stress_9,829D0100,180,simulated_stress
stress_9,787A0100,60,simulated_stress
stress_9,831A0600,170,simulated_stress
stress_9,1806_041,125,simulated_stress
stress_9,1806D0900,300,simulated_stress
stress_9,1806A0800,100,simulated_stress
stress_9,1806_5051,200,simulated_stress
stress_9,1806A0200,140,simulated_stress
stress_9,1567A0100,360,simulated_stress
stress_9,810A0400,80,simulated_stress
stress_9,786A0900,120,simulated_stress
stress_9,786A0600,84,simulated_stress
stress_9,786A0700,30,simulated_stress
stress_9,3957A0600,60,simulated_stress
stress_9,4778_0102,30,simulated_stress
stress_9,3958A0600,180,simulated_stress
stress_9,1386A2200,40,simulated_stress
stress_9,1556A0200,20,simulated_stress
stress_9,1559A0200,75,simulated_stress
stress_9,1555A0200,40,simulated_stress
stress_9,1553A0200,30,simulated_stress
stress_9,341_0250,45,simulated_stress
stress_9,60091_011,60,simulated_stress
stress_9,4781A0100,40,simulated_stress
stress_9,342_0460,100,simulated_stress
stress_9,6774_01030,150,simulated_stress
stress_9,6754_0481,100,simulated_stress
stress_9,3470_085,25,simulated_stress
stress_9,6753_02011,90,simulated_stress
stress_9,S4_9704411,40,simulated_stress
stress_9,918_0102,50,simulated_stress
stress_9,920A0100,10,simulated_stress
stress_9,5450A0000,25,simulated_stress
stress_9,1568_0101,100,simulated_stress
stress_9,1964A2200,40,simulated_stress
stress_9,798_0184,10,simulated_stress
stress_9,962A0100,30,simulated_stress
stress_9,70069_23,30,simulated_stress
