receipt_id,operation_id,work_order_id,machine_id,status,occurred_at,idempotency_key,terminal,provenance
DT-MES-RECEIPT-00869,DT-WO-00125-OP-001,DT-WO-00125,M-01,completed,2026-07-14T19:54:00+00:00,dt-mes:DT-WO-00125-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00870,DT-WO-00125-OP-002,DT-WO-00125,M-03,completed,2026-07-14T20:27:00+00:00,dt-mes:DT-WO-00125-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00871,DT-WO-00125-OP-003,DT-WO-00125,M-06,completed,2026-07-14T19:50:00+00:00,dt-mes:DT-WO-00125-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00872,DT-WO-00125-OP-004,DT-WO-00125,M-01,completed,2026-07-14T19:58:00+00:00,dt-mes:DT-WO-00125-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00873,DT-WO-00125-OP-005,DT-WO-00125,M-03,completed,2026-07-14T20:36:00+00:00,dt-mes:DT-WO-00125-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00874,DT-WO-00125-OP-006,DT-WO-00125,M-04,failed,2026-07-14T21:09:00+00:00,dt-mes:DT-WO-00125-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00875,DT-WO-00125-OP-007,DT-WO-00125,M-04,completed,2026-07-14T21:12:00+00:00,dt-mes:DT-WO-00125-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00876,DT-WO-00126-OP-001,DT-WO-00126,M-01,completed,2026-07-14T20:15:00+00:00,dt-mes:DT-WO-00126-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00877,DT-WO-00126-OP-002,DT-WO-00126,M-03,completed,2026-07-14T20:48:00+00:00,dt-mes:DT-WO-00126-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00878,DT-WO-00126-OP-003,DT-WO-00126,M-06,completed,2026-07-14T20:11:00+00:00,dt-mes:DT-WO-00126-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00879,DT-WO-00126-OP-004,DT-WO-00126,M-01,completed,2026-07-14T20:19:00+00:00,dt-mes:DT-WO-00126-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00880,DT-WO-00126-OP-005,DT-WO-00126,M-03,completed,2026-07-14T20:57:00+00:00,dt-mes:DT-WO-00126-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00881,DT-WO-00126-OP-006,DT-WO-00126,M-04,completed,2026-07-14T21:30:00+00:00,dt-mes:DT-WO-00126-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00882,DT-WO-00126-OP-007,DT-WO-00126,M-04,completed,2026-07-14T21:33:00+00:00,dt-mes:DT-WO-00126-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00883,DT-WO-00127-OP-001,DT-WO-00127,M-01,completed,2026-07-14T20:36:00+00:00,dt-mes:DT-WO-00127-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00884,DT-WO-00127-OP-002,DT-WO-00127,M-03,completed,2026-07-14T21:09:00+00:00,dt-mes:DT-WO-00127-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00885,DT-WO-00127-OP-003,DT-WO-00127,M-06,completed,2026-07-14T20:32:00+00:00,dt-mes:DT-WO-00127-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00886,DT-WO-00127-OP-004,DT-WO-00127,M-01,completed,2026-07-14T20:40:00+00:00,dt-mes:DT-WO-00127-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00887,DT-WO-00127-OP-005,DT-WO-00127,M-03,completed,2026-07-14T21:18:00+00:00,dt-mes:DT-WO-00127-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00888,DT-WO-00127-OP-006,DT-WO-00127,M-04,completed,2026-07-14T21:51:00+00:00,dt-mes:DT-WO-00127-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00889,DT-WO-00127-OP-007,DT-WO-00127,M-04,completed,2026-07-14T21:54:00+00:00,dt-mes:DT-WO-00127-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00890,DT-WO-00128-OP-001,DT-WO-00128,M-01,completed,2026-07-14T20:57:00+00:00,dt-mes:DT-WO-00128-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00891,DT-WO-00128-OP-002,DT-WO-00128,M-03,completed,2026-07-14T21:30:00+00:00,dt-mes:DT-WO-00128-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00892,DT-WO-00128-OP-003,DT-WO-00128,M-06,completed,2026-07-14T20:53:00+00:00,dt-mes:DT-WO-00128-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00893,DT-WO-00128-OP-004,DT-WO-00128,M-01,completed,2026-07-14T21:01:00+00:00,dt-mes:DT-WO-00128-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00894,DT-WO-00128-OP-005,DT-WO-00128,M-03,completed,2026-07-14T21:39:00+00:00,dt-mes:DT-WO-00128-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00895,DT-WO-00128-OP-006,DT-WO-00128,M-04,completed,2026-07-14T22:12:00+00:00,dt-mes:DT-WO-00128-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00896,DT-WO-00128-OP-007,DT-WO-00128,M-04,completed,2026-07-14T22:15:00+00:00,dt-mes:DT-WO-00128-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00897,DT-WO-00129-OP-001,DT-WO-00129,M-01,failed,2026-07-14T21:18:00+00:00,dt-mes:DT-WO-00129-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00898,DT-WO-00129-OP-002,DT-WO-00129,M-03,completed,2026-07-14T21:51:00+00:00,dt-mes:DT-WO-00129-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00899,DT-WO-00129-OP-003,DT-WO-00129,M-06,completed,2026-07-14T21:14:00+00:00,dt-mes:DT-WO-00129-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00900,DT-WO-00129-OP-004,DT-WO-00129,M-01,completed,2026-07-14T21:22:00+00:00,dt-mes:DT-WO-00129-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00901,DT-WO-00129-OP-005,DT-WO-00129,M-03,completed,2026-07-14T22:00:00+00:00,dt-mes:DT-WO-00129-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00902,DT-WO-00129-OP-006,DT-WO-00129,M-04,completed,2026-07-14T22:33:00+00:00,dt-mes:DT-WO-00129-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00903,DT-WO-00129-OP-007,DT-WO-00129,M-04,completed,2026-07-14T22:36:00+00:00,dt-mes:DT-WO-00129-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00904,DT-WO-00130-OP-001,DT-WO-00130,M-01,completed,2026-07-14T21:39:00+00:00,dt-mes:DT-WO-00130-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00905,DT-WO-00130-OP-002,DT-WO-00130,M-03,completed,2026-07-14T22:12:00+00:00,dt-mes:DT-WO-00130-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00906,DT-WO-00130-OP-003,DT-WO-00130,M-06,completed,2026-07-14T21:35:00+00:00,dt-mes:DT-WO-00130-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00907,DT-WO-00130-OP-004,DT-WO-00130,M-01,completed,2026-07-14T21:43:00+00:00,dt-mes:DT-WO-00130-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00908,DT-WO-00130-OP-005,DT-WO-00130,M-03,completed,2026-07-14T22:21:00+00:00,dt-mes:DT-WO-00130-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00909,DT-WO-00130-OP-006,DT-WO-00130,M-04,completed,2026-07-14T22:54:00+00:00,dt-mes:DT-WO-00130-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00910,DT-WO-00130-OP-007,DT-WO-00130,M-04,completed,2026-07-14T22:57:00+00:00,dt-mes:DT-WO-00130-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00911,DT-WO-00131-OP-001,DT-WO-00131,M-01,completed,2026-07-14T22:00:00+00:00,dt-mes:DT-WO-00131-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00912,DT-WO-00131-OP-002,DT-WO-00131,M-03,completed,2026-07-14T22:33:00+00:00,dt-mes:DT-WO-00131-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00913,DT-WO-00131-OP-003,DT-WO-00131,M-06,completed,2026-07-14T21:56:00+00:00,dt-mes:DT-WO-00131-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00914,DT-WO-00131-OP-004,DT-WO-00131,M-01,completed,2026-07-14T22:04:00+00:00,dt-mes:DT-WO-00131-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00915,DT-WO-00131-OP-005,DT-WO-00131,M-03,completed,2026-07-14T22:42:00+00:00,dt-mes:DT-WO-00131-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00916,DT-WO-00131-OP-006,DT-WO-00131,M-04,completed,2026-07-14T23:15:00+00:00,dt-mes:DT-WO-00131-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00917,DT-WO-00131-OP-007,DT-WO-00131,M-04,completed,2026-07-14T23:18:00+00:00,dt-mes:DT-WO-00131-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00918,DT-WO-00132-OP-001,DT-WO-00132,M-01,completed,2026-07-14T22:21:00+00:00,dt-mes:DT-WO-00132-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00919,DT-WO-00132-OP-002,DT-WO-00132,M-03,completed,2026-07-14T22:54:00+00:00,dt-mes:DT-WO-00132-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00920,DT-WO-00132-OP-003,DT-WO-00132,M-06,failed,2026-07-14T22:17:00+00:00,dt-mes:DT-WO-00132-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00921,DT-WO-00132-OP-004,DT-WO-00132,M-01,completed,2026-07-14T22:25:00+00:00,dt-mes:DT-WO-00132-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00922,DT-WO-00132-OP-005,DT-WO-00132,M-03,completed,2026-07-14T23:03:00+00:00,dt-mes:DT-WO-00132-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00923,DT-WO-00132-OP-006,DT-WO-00132,M-04,completed,2026-07-14T23:36:00+00:00,dt-mes:DT-WO-00132-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00924,DT-WO-00132-OP-007,DT-WO-00132,M-04,completed,2026-07-14T23:39:00+00:00,dt-mes:DT-WO-00132-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00925,DT-WO-00133-OP-001,DT-WO-00133,M-01,completed,2026-07-14T22:42:00+00:00,dt-mes:DT-WO-00133-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00926,DT-WO-00133-OP-002,DT-WO-00133,M-03,completed,2026-07-14T23:15:00+00:00,dt-mes:DT-WO-00133-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00927,DT-WO-00133-OP-003,DT-WO-00133,M-06,completed,2026-07-14T22:38:00+00:00,dt-mes:DT-WO-00133-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00928,DT-WO-00133-OP-004,DT-WO-00133,M-01,completed,2026-07-14T22:46:00+00:00,dt-mes:DT-WO-00133-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00929,DT-WO-00133-OP-005,DT-WO-00133,M-03,completed,2026-07-14T23:24:00+00:00,dt-mes:DT-WO-00133-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00930,DT-WO-00133-OP-006,DT-WO-00133,M-04,completed,2026-07-14T23:57:00+00:00,dt-mes:DT-WO-00133-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00931,DT-WO-00133-OP-007,DT-WO-00133,M-04,completed,2026-07-15T00:00:00+00:00,dt-mes:DT-WO-00133-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00932,DT-WO-00134-OP-001,DT-WO-00134,M-01,completed,2026-07-14T23:03:00+00:00,dt-mes:DT-WO-00134-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00933,DT-WO-00134-OP-002,DT-WO-00134,M-03,completed,2026-07-14T23:36:00+00:00,dt-mes:DT-WO-00134-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00934,DT-WO-00134-OP-003,DT-WO-00134,M-06,completed,2026-07-14T22:59:00+00:00,dt-mes:DT-WO-00134-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00935,DT-WO-00134-OP-004,DT-WO-00134,M-01,completed,2026-07-14T23:07:00+00:00,dt-mes:DT-WO-00134-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00936,DT-WO-00134-OP-005,DT-WO-00134,M-03,completed,2026-07-14T23:45:00+00:00,dt-mes:DT-WO-00134-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00937,DT-WO-00134-OP-006,DT-WO-00134,M-04,completed,2026-07-15T00:18:00+00:00,dt-mes:DT-WO-00134-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00938,DT-WO-00134-OP-007,DT-WO-00134,M-04,completed,2026-07-15T00:21:00+00:00,dt-mes:DT-WO-00134-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00939,DT-WO-00135-OP-001,DT-WO-00135,M-01,completed,2026-07-14T23:24:00+00:00,dt-mes:DT-WO-00135-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00940,DT-WO-00135-OP-002,DT-WO-00135,M-03,completed,2026-07-14T23:57:00+00:00,dt-mes:DT-WO-00135-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00941,DT-WO-00135-OP-003,DT-WO-00135,M-06,completed,2026-07-14T23:20:00+00:00,dt-mes:DT-WO-00135-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00942,DT-WO-00135-OP-004,DT-WO-00135,M-01,completed,2026-07-14T23:28:00+00:00,dt-mes:DT-WO-00135-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00943,DT-WO-00135-OP-005,DT-WO-00135,M-03,failed,2026-07-15T00:06:00+00:00,dt-mes:DT-WO-00135-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00944,DT-WO-00135-OP-006,DT-WO-00135,M-04,completed,2026-07-15T00:39:00+00:00,dt-mes:DT-WO-00135-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00945,DT-WO-00135-OP-007,DT-WO-00135,M-04,completed,2026-07-15T00:42:00+00:00,dt-mes:DT-WO-00135-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00946,DT-WO-00136-OP-001,DT-WO-00136,M-01,completed,2026-07-14T23:45:00+00:00,dt-mes:DT-WO-00136-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00947,DT-WO-00136-OP-002,DT-WO-00136,M-03,completed,2026-07-15T00:18:00+00:00,dt-mes:DT-WO-00136-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00948,DT-WO-00136-OP-003,DT-WO-00136,M-06,completed,2026-07-14T23:41:00+00:00,dt-mes:DT-WO-00136-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00949,DT-WO-00136-OP-004,DT-WO-00136,M-01,completed,2026-07-14T23:49:00+00:00,dt-mes:DT-WO-00136-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00950,DT-WO-00136-OP-005,DT-WO-00136,M-03,completed,2026-07-15T00:27:00+00:00,dt-mes:DT-WO-00136-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00951,DT-WO-00136-OP-006,DT-WO-00136,M-04,completed,2026-07-15T01:00:00+00:00,dt-mes:DT-WO-00136-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00952,DT-WO-00136-OP-007,DT-WO-00136,M-04,completed,2026-07-15T01:03:00+00:00,dt-mes:DT-WO-00136-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00953,DT-WO-00137-OP-001,DT-WO-00137,M-01,completed,2026-07-15T00:06:00+00:00,dt-mes:DT-WO-00137-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00954,DT-WO-00137-OP-002,DT-WO-00137,M-03,completed,2026-07-15T00:39:00+00:00,dt-mes:DT-WO-00137-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00955,DT-WO-00137-OP-003,DT-WO-00137,M-06,completed,2026-07-15T00:02:00+00:00,dt-mes:DT-WO-00137-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00956,DT-WO-00137-OP-004,DT-WO-00137,M-01,completed,2026-07-15T00:10:00+00:00,dt-mes:DT-WO-00137-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00957,DT-WO-00137-OP-005,DT-WO-00137,M-03,completed,2026-07-15T00:48:00+00:00,dt-mes:DT-WO-00137-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00958,DT-WO-00137-OP-006,DT-WO-00137,M-04,completed,2026-07-15T01:21:00+00:00,dt-mes:DT-WO-00137-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00959,DT-WO-00137-OP-007,DT-WO-00137,M-04,completed,2026-07-15T01:24:00+00:00,dt-mes:DT-WO-00137-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00960,DT-WO-00138-OP-001,DT-WO-00138,M-01,completed,2026-07-15T00:27:00+00:00,dt-mes:DT-WO-00138-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00961,DT-WO-00138-OP-002,DT-WO-00138,M-03,completed,2026-07-15T01:00:00+00:00,dt-mes:DT-WO-00138-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00962,DT-WO-00138-OP-003,DT-WO-00138,M-06,completed,2026-07-15T00:23:00+00:00,dt-mes:DT-WO-00138-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00963,DT-WO-00138-OP-004,DT-WO-00138,M-01,completed,2026-07-15T00:31:00+00:00,dt-mes:DT-WO-00138-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00964,DT-WO-00138-OP-005,DT-WO-00138,M-03,completed,2026-07-15T01:09:00+00:00,dt-mes:DT-WO-00138-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00965,DT-WO-00138-OP-006,DT-WO-00138,M-04,completed,2026-07-15T01:42:00+00:00,dt-mes:DT-WO-00138-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00966,DT-WO-00138-OP-007,DT-WO-00138,M-04,failed,2026-07-15T01:45:00+00:00,dt-mes:DT-WO-00138-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00967,DT-WO-00139-OP-001,DT-WO-00139,M-01,completed,2026-07-15T00:48:00+00:00,dt-mes:DT-WO-00139-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00968,DT-WO-00139-OP-002,DT-WO-00139,M-03,completed,2026-07-15T01:21:00+00:00,dt-mes:DT-WO-00139-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00969,DT-WO-00139-OP-003,DT-WO-00139,M-06,completed,2026-07-15T00:44:00+00:00,dt-mes:DT-WO-00139-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00970,DT-WO-00139-OP-004,DT-WO-00139,M-01,completed,2026-07-15T00:52:00+00:00,dt-mes:DT-WO-00139-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00971,DT-WO-00139-OP-005,DT-WO-00139,M-03,completed,2026-07-15T01:30:00+00:00,dt-mes:DT-WO-00139-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00972,DT-WO-00139-OP-006,DT-WO-00139,M-04,completed,2026-07-15T02:03:00+00:00,dt-mes:DT-WO-00139-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00973,DT-WO-00139-OP-007,DT-WO-00139,M-04,completed,2026-07-15T02:06:00+00:00,dt-mes:DT-WO-00139-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00974,DT-WO-00140-OP-001,DT-WO-00140,M-01,completed,2026-07-15T01:09:00+00:00,dt-mes:DT-WO-00140-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00975,DT-WO-00140-OP-002,DT-WO-00140,M-03,completed,2026-07-15T01:42:00+00:00,dt-mes:DT-WO-00140-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00976,DT-WO-00140-OP-003,DT-WO-00140,M-06,completed,2026-07-15T01:05:00+00:00,dt-mes:DT-WO-00140-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00977,DT-WO-00140-OP-004,DT-WO-00140,M-01,completed,2026-07-15T01:13:00+00:00,dt-mes:DT-WO-00140-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00978,DT-WO-00140-OP-005,DT-WO-00140,M-03,completed,2026-07-15T01:51:00+00:00,dt-mes:DT-WO-00140-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00979,DT-WO-00140-OP-006,DT-WO-00140,M-04,completed,2026-07-15T02:24:00+00:00,dt-mes:DT-WO-00140-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00980,DT-WO-00140-OP-007,DT-WO-00140,M-04,completed,2026-07-15T02:27:00+00:00,dt-mes:DT-WO-00140-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00981,DT-WO-00141-OP-001,DT-WO-00141,M-01,completed,2026-07-15T01:30:00+00:00,dt-mes:DT-WO-00141-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00982,DT-WO-00141-OP-002,DT-WO-00141,M-03,completed,2026-07-15T02:03:00+00:00,dt-mes:DT-WO-00141-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00983,DT-WO-00141-OP-003,DT-WO-00141,M-06,completed,2026-07-15T01:26:00+00:00,dt-mes:DT-WO-00141-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00984,DT-WO-00141-OP-004,DT-WO-00141,M-01,completed,2026-07-15T01:34:00+00:00,dt-mes:DT-WO-00141-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00985,DT-WO-00141-OP-005,DT-WO-00141,M-03,completed,2026-07-15T02:12:00+00:00,dt-mes:DT-WO-00141-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00986,DT-WO-00141-OP-006,DT-WO-00141,M-04,completed,2026-07-15T02:45:00+00:00,dt-mes:DT-WO-00141-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00987,DT-WO-00141-OP-007,DT-WO-00141,M-04,completed,2026-07-15T02:48:00+00:00,dt-mes:DT-WO-00141-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00988,DT-WO-00142-OP-001,DT-WO-00142,M-01,completed,2026-07-15T01:51:00+00:00,dt-mes:DT-WO-00142-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00989,DT-WO-00142-OP-002,DT-WO-00142,M-03,failed,2026-07-15T02:24:00+00:00,dt-mes:DT-WO-00142-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00990,DT-WO-00142-OP-003,DT-WO-00142,M-06,completed,2026-07-15T01:47:00+00:00,dt-mes:DT-WO-00142-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00991,DT-WO-00142-OP-004,DT-WO-00142,M-01,completed,2026-07-15T01:55:00+00:00,dt-mes:DT-WO-00142-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00992,DT-WO-00142-OP-005,DT-WO-00142,M-03,completed,2026-07-15T02:33:00+00:00,dt-mes:DT-WO-00142-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00993,DT-WO-00142-OP-006,DT-WO-00142,M-04,completed,2026-07-15T03:06:00+00:00,dt-mes:DT-WO-00142-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00994,DT-WO-00142-OP-007,DT-WO-00142,M-04,completed,2026-07-15T03:09:00+00:00,dt-mes:DT-WO-00142-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00995,DT-WO-00143-OP-001,DT-WO-00143,M-01,completed,2026-07-15T02:12:00+00:00,dt-mes:DT-WO-00143-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00996,DT-WO-00143-OP-002,DT-WO-00143,M-03,completed,2026-07-15T02:45:00+00:00,dt-mes:DT-WO-00143-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00997,DT-WO-00143-OP-003,DT-WO-00143,M-06,completed,2026-07-15T02:08:00+00:00,dt-mes:DT-WO-00143-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00998,DT-WO-00143-OP-004,DT-WO-00143,M-01,completed,2026-07-15T02:16:00+00:00,dt-mes:DT-WO-00143-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00999,DT-WO-00143-OP-005,DT-WO-00143,M-03,completed,2026-07-15T02:54:00+00:00,dt-mes:DT-WO-00143-OP-005:v1,True,synthetic_digital_twin_mes_receipt
