work_order_id,product_id,quantity,priority,due_time,status,provenance,seed_work_order_id,generation_seed
DT-WO-00182,P-AXLE-B,80,HIGH,2026-07-14T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00183,P-HOUSING-A,60,NORMAL,2026-07-14T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00184,P-AXLE-A,120,URGENT,2026-07-14T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00185,P-AXLE-B,80,HIGH,2026-07-14T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00186,P-HOUSING-A,60,NORMAL,2026-07-14T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00187,P-AXLE-A,120,URGENT,2026-07-14T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00188,P-AXLE-B,80,HIGH,2026-07-14T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00189,P-HOUSING-A,60,NORMAL,2026-07-14T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00190,P-AXLE-A,120,URGENT,2026-07-14T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00191,P-AXLE-B,80,HIGH,2026-07-14T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00192,P-HOUSING-A,60,NORMAL,2026-07-14T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00193,P-AXLE-A,120,URGENT,2026-07-15T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00194,P-AXLE-B,80,HIGH,2026-07-15T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00195,P-HOUSING-A,60,NORMAL,2026-07-15T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00196,P-AXLE-A,120,URGENT,2026-07-15T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00197,P-AXLE-B,80,HIGH,2026-07-15T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00198,P-HOUSING-A,60,NORMAL,2026-07-15T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00199,P-AXLE-A,120,URGENT,2026-07-15T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00200,P-AXLE-B,80,HIGH,2026-07-15T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00201,P-HOUSING-A,60,NORMAL,2026-07-15T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00202,P-AXLE-A,120,URGENT,2026-07-15T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00203,P-AXLE-B,80,HIGH,2026-07-15T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00204,P-HOUSING-A,60,NORMAL,2026-07-15T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00205,P-AXLE-A,120,URGENT,2026-07-15T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00206,P-AXLE-B,80,HIGH,2026-07-15T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00207,P-HOUSING-A,60,NORMAL,2026-07-15T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00208,P-AXLE-A,120,URGENT,2026-07-15T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00209,P-AXLE-B,80,HIGH,2026-07-15T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00210,P-HOUSING-A,60,NORMAL,2026-07-15T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00211,P-AXLE-A,120,URGENT,2026-07-15T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00212,P-AXLE-B,80,HIGH,2026-07-15T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00213,P-HOUSING-A,60,NORMAL,2026-07-15T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00214,P-AXLE-A,120,URGENT,2026-07-15T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00215,P-AXLE-B,80,HIGH,2026-07-15T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00216,P-HOUSING-A,60,NORMAL,2026-07-15T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00217,P-AXLE-A,120,URGENT,2026-07-16T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00218,P-AXLE-B,80,HIGH,2026-07-16T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00219,P-HOUSING-A,60,NORMAL,2026-07-16T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00220,P-AXLE-A,120,URGENT,2026-07-16T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00221,P-AXLE-B,80,HIGH,2026-07-16T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00222,P-HOUSING-A,60,NORMAL,2026-07-16T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00223,P-AXLE-A,120,URGENT,2026-07-16T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00224,P-AXLE-B,80,HIGH,2026-07-16T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00225,P-HOUSING-A,60,NORMAL,2026-07-16T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00226,P-AXLE-A,120,URGENT,2026-07-16T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00227,P-AXLE-B,80,HIGH,2026-07-16T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00228,P-HOUSING-A,60,NORMAL,2026-07-16T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00229,P-AXLE-A,120,URGENT,2026-07-16T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00230,P-AXLE-B,80,HIGH,2026-07-16T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00231,P-HOUSING-A,60,NORMAL,2026-07-16T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00232,P-AXLE-A,120,URGENT,2026-07-16T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00233,P-AXLE-B,80,HIGH,2026-07-16T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00234,P-HOUSING-A,60,NORMAL,2026-07-16T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00235,P-AXLE-A,120,URGENT,2026-07-16T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00236,P-AXLE-B,80,HIGH,2026-07-16T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00237,P-HOUSING-A,60,NORMAL,2026-07-16T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00238,P-AXLE-A,120,URGENT,2026-07-16T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00239,P-AXLE-B,80,HIGH,2026-07-16T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00240,P-HOUSING-A,60,NORMAL,2026-07-16T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00241,P-AXLE-A,120,URGENT,2026-07-17T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00242,P-AXLE-B,80,HIGH,2026-07-17T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00243,P-HOUSING-A,60,NORMAL,2026-07-17T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00244,P-AXLE-A,120,URGENT,2026-07-17T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00245,P-AXLE-B,80,HIGH,2026-07-17T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00246,P-HOUSING-A,60,NORMAL,2026-07-17T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00247,P-AXLE-A,120,URGENT,2026-07-17T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00248,P-AXLE-B,80,HIGH,2026-07-17T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00249,P-HOUSING-A,60,NORMAL,2026-07-17T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00250,P-AXLE-A,120,URGENT,2026-07-17T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00251,P-AXLE-B,80,HIGH,2026-07-17T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00252,P-HOUSING-A,60,NORMAL,2026-07-17T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00253,P-AXLE-A,120,URGENT,2026-07-17T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00254,P-AXLE-B,80,HIGH,2026-07-17T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00255,P-HOUSING-A,60,NORMAL,2026-07-17T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00256,P-AXLE-A,120,URGENT,2026-07-17T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00257,P-AXLE-B,80,HIGH,2026-07-17T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00258,P-HOUSING-A,60,NORMAL,2026-07-17T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00259,P-AXLE-A,120,URGENT,2026-07-17T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00260,P-AXLE-B,80,HIGH,2026-07-17T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00261,P-HOUSING-A,60,NORMAL,2026-07-17T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00262,P-AXLE-A,120,URGENT,2026-07-17T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00263,P-AXLE-B,80,HIGH,2026-07-17T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00264,P-HOUSING-A,60,NORMAL,2026-07-17T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00265,P-AXLE-A,120,URGENT,2026-07-18T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00266,P-AXLE-B,80,HIGH,2026-07-18T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00267,P-HOUSING-A,60,NORMAL,2026-07-18T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00268,P-AXLE-A,120,URGENT,2026-07-18T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00269,P-AXLE-B,80,HIGH,2026-07-18T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00270,P-HOUSING-A,60,NORMAL,2026-07-18T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00271,P-AXLE-A,120,URGENT,2026-07-18T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00272,P-AXLE-B,80,HIGH,2026-07-18T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00273,P-HOUSING-A,60,NORMAL,2026-07-18T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00274,P-AXLE-A,120,URGENT,2026-07-18T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00275,P-AXLE-B,80,HIGH,2026-07-18T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00276,P-HOUSING-A,60,NORMAL,2026-07-18T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00277,P-AXLE-A,120,URGENT,2026-07-18T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00278,P-AXLE-B,80,HIGH,2026-07-18T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00279,P-HOUSING-A,60,NORMAL,2026-07-18T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00280,P-AXLE-A,120,URGENT,2026-07-18T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00281,P-AXLE-B,80,HIGH,2026-07-18T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00282,P-HOUSING-A,60,NORMAL,2026-07-18T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00283,P-AXLE-A,120,URGENT,2026-07-18T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00284,P-AXLE-B,80,HIGH,2026-07-18T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00285,P-HOUSING-A,60,NORMAL,2026-07-18T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00286,P-AXLE-A,120,URGENT,2026-07-18T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00287,P-AXLE-B,80,HIGH,2026-07-18T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00288,P-HOUSING-A,60,NORMAL,2026-07-18T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00289,P-AXLE-A,120,URGENT,2026-07-19T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00290,P-AXLE-B,80,HIGH,2026-07-19T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00291,P-HOUSING-A,60,NORMAL,2026-07-19T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00292,P-AXLE-A,120,URGENT,2026-07-19T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00293,P-AXLE-B,80,HIGH,2026-07-19T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00294,P-HOUSING-A,60,NORMAL,2026-07-19T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00295,P-AXLE-A,120,URGENT,2026-07-19T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00296,P-AXLE-B,80,HIGH,2026-07-19T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00297,P-HOUSING-A,60,NORMAL,2026-07-19T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00298,P-AXLE-A,120,URGENT,2026-07-19T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00299,P-AXLE-B,80,HIGH,2026-07-19T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00300,P-HOUSING-A,60,NORMAL,2026-07-19T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00301,P-AXLE-A,120,URGENT,2026-07-19T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00302,P-AXLE-B,80,HIGH,2026-07-19T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00303,P-HOUSING-A,60,NORMAL,2026-07-19T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00304,P-AXLE-A,120,URGENT,2026-07-19T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00305,P-AXLE-B,80,HIGH,2026-07-19T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00306,P-HOUSING-A,60,NORMAL,2026-07-19T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00307,P-AXLE-A,120,URGENT,2026-07-19T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00308,P-AXLE-B,80,HIGH,2026-07-19T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00309,P-HOUSING-A,60,NORMAL,2026-07-19T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00310,P-AXLE-A,120,URGENT,2026-07-19T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00311,P-AXLE-B,80,HIGH,2026-07-19T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00312,P-HOUSING-A,60,NORMAL,2026-07-19T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00313,P-AXLE-A,120,URGENT,2026-07-20T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00314,P-AXLE-B,80,HIGH,2026-07-20T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00315,P-HOUSING-A,60,NORMAL,2026-07-20T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00316,P-AXLE-A,120,URGENT,2026-07-20T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00317,P-AXLE-B,80,HIGH,2026-07-20T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00318,P-HOUSING-A,60,NORMAL,2026-07-20T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00319,P-AXLE-A,120,URGENT,2026-07-20T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00320,P-AXLE-B,80,HIGH,2026-07-20T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00321,P-HOUSING-A,60,NORMAL,2026-07-20T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00322,P-AXLE-A,120,URGENT,2026-07-20T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00323,P-AXLE-B,80,HIGH,2026-07-20T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00324,P-HOUSING-A,60,NORMAL,2026-07-20T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00325,P-AXLE-A,120,URGENT,2026-07-20T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00326,P-AXLE-B,80,HIGH,2026-07-20T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00327,P-HOUSING-A,60,NORMAL,2026-07-20T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00328,P-AXLE-A,120,URGENT,2026-07-20T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00329,P-AXLE-B,80,HIGH,2026-07-20T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00330,P-HOUSING-A,60,NORMAL,2026-07-20T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00331,P-AXLE-A,120,URGENT,2026-07-20T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00332,P-AXLE-B,80,HIGH,2026-07-20T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00333,P-HOUSING-A,60,NORMAL,2026-07-20T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00334,P-AXLE-A,120,URGENT,2026-07-20T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00335,P-AXLE-B,80,HIGH,2026-07-20T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00336,P-HOUSING-A,60,NORMAL,2026-07-20T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00337,P-AXLE-A,120,URGENT,2026-07-14T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00338,P-AXLE-B,80,HIGH,2026-07-14T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00339,P-HOUSING-A,60,NORMAL,2026-07-14T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00340,P-AXLE-A,120,URGENT,2026-07-14T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00341,P-AXLE-B,80,HIGH,2026-07-14T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00342,P-HOUSING-A,60,NORMAL,2026-07-14T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00343,P-AXLE-A,120,URGENT,2026-07-14T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00344,P-AXLE-B,80,HIGH,2026-07-14T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00345,P-HOUSING-A,60,NORMAL,2026-07-14T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00346,P-AXLE-A,120,URGENT,2026-07-14T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00347,P-AXLE-B,80,HIGH,2026-07-14T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00348,P-HOUSING-A,60,NORMAL,2026-07-14T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00349,P-AXLE-A,120,URGENT,2026-07-14T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00350,P-AXLE-B,80,HIGH,2026-07-14T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00351,P-HOUSING-A,60,NORMAL,2026-07-14T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00352,P-AXLE-A,120,URGENT,2026-07-14T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00353,P-AXLE-B,80,HIGH,2026-07-14T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00354,P-HOUSING-A,60,NORMAL,2026-07-14T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00355,P-AXLE-A,120,URGENT,2026-07-14T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00356,P-AXLE-B,80,HIGH,2026-07-14T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00357,P-HOUSING-A,60,NORMAL,2026-07-14T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00358,P-AXLE-A,120,URGENT,2026-07-14T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00359,P-AXLE-B,80,HIGH,2026-07-14T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00360,P-HOUSING-A,60,NORMAL,2026-07-14T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00361,P-AXLE-A,120,URGENT,2026-07-15T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00362,P-AXLE-B,80,HIGH,2026-07-15T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00363,P-HOUSING-A,60,NORMAL,2026-07-15T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
