incident_id,incident_type,machine_id,start_time,duration_min,severity,provenance,seed_incident_id,generation_seed
DT-INCIDENT-0165,machine_down,M-03,2026-07-17T05:08:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0166,machine_down,M-06,2026-07-17T05:45:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0167,machine_down,M-03,2026-07-17T06:22:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0168,machine_down,M-06,2026-07-17T06:59:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0169,machine_down,M-03,2026-07-17T07:36:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0170,machine_down,M-06,2026-07-17T08:13:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0171,machine_down,M-03,2026-07-17T08:50:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0172,machine_down,M-06,2026-07-17T09:27:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0173,machine_down,M-03,2026-07-17T10:04:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0174,machine_down,M-06,2026-07-17T10:41:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0175,machine_down,M-03,2026-07-17T11:18:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0176,machine_down,M-06,2026-07-17T11:55:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0177,machine_down,M-03,2026-07-17T12:32:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0178,machine_down,M-06,2026-07-17T13:09:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0179,machine_down,M-03,2026-07-17T13:46:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0180,machine_down,M-06,2026-07-17T14:23:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0181,machine_down,M-03,2026-07-17T15:00:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0182,machine_down,M-06,2026-07-17T15:37:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0183,machine_down,M-03,2026-07-17T16:14:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0184,machine_down,M-06,2026-07-17T16:51:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0185,machine_down,M-03,2026-07-17T17:28:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0186,machine_down,M-06,2026-07-17T18:05:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0187,machine_down,M-03,2026-07-17T18:42:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0188,machine_down,M-06,2026-07-17T19:19:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0189,machine_down,M-03,2026-07-17T19:56:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0190,machine_down,M-06,2026-07-17T20:33:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0191,machine_down,M-03,2026-07-17T21:10:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0192,machine_down,M-06,2026-07-17T21:47:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0193,machine_down,M-03,2026-07-17T22:24:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0194,machine_down,M-06,2026-07-17T23:01:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0195,machine_down,M-03,2026-07-17T23:38:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0196,machine_down,M-06,2026-07-18T00:15:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0197,machine_down,M-03,2026-07-18T00:52:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0198,machine_down,M-06,2026-07-18T01:29:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0199,machine_down,M-03,2026-07-18T02:06:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0200,machine_down,M-06,2026-07-18T02:43:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0201,machine_down,M-03,2026-07-18T03:20:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0202,machine_down,M-06,2026-07-18T03:57:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0203,machine_down,M-03,2026-07-18T04:34:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0204,machine_down,M-06,2026-07-18T05:11:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0205,machine_down,M-03,2026-07-18T05:48:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0206,machine_down,M-06,2026-07-18T06:25:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0207,machine_down,M-03,2026-07-18T07:02:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0208,machine_down,M-06,2026-07-18T07:39:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0209,machine_down,M-03,2026-07-18T08:16:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0210,machine_down,M-06,2026-07-18T08:53:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0211,machine_down,M-03,2026-07-18T09:30:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0212,machine_down,M-06,2026-07-18T10:07:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0213,machine_down,M-03,2026-07-18T10:44:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0214,machine_down,M-06,2026-07-18T11:21:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0215,machine_down,M-03,2026-07-18T11:58:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0216,machine_down,M-06,2026-07-18T12:35:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0217,machine_down,M-03,2026-07-18T13:12:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0218,machine_down,M-06,2026-07-18T13:49:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0219,machine_down,M-03,2026-07-18T14:26:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0220,machine_down,M-06,2026-07-18T15:03:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0221,machine_down,M-03,2026-07-18T15:40:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0222,machine_down,M-06,2026-07-18T16:17:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0223,machine_down,M-03,2026-07-18T16:54:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0224,machine_down,M-06,2026-07-18T17:31:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0225,machine_down,M-03,2026-07-18T18:08:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0226,machine_down,M-06,2026-07-18T18:45:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0227,machine_down,M-03,2026-07-18T19:22:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0228,machine_down,M-06,2026-07-18T19:59:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0229,machine_down,M-03,2026-07-18T20:36:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0230,machine_down,M-06,2026-07-18T21:13:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0231,machine_down,M-03,2026-07-18T21:50:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0232,machine_down,M-06,2026-07-18T22:27:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0233,machine_down,M-03,2026-07-18T23:04:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0234,machine_down,M-06,2026-07-18T23:41:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0235,machine_down,M-03,2026-07-19T00:18:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0236,machine_down,M-06,2026-07-19T00:55:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0237,machine_down,M-03,2026-07-19T01:32:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0238,machine_down,M-06,2026-07-19T02:09:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0239,machine_down,M-03,2026-07-19T02:46:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0240,machine_down,M-06,2026-07-19T03:23:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0241,machine_down,M-03,2026-07-19T04:00:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0242,machine_down,M-06,2026-07-19T04:37:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0243,machine_down,M-03,2026-07-19T05:14:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0244,machine_down,M-06,2026-07-19T05:51:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0245,machine_down,M-03,2026-07-19T06:28:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0246,machine_down,M-06,2026-07-19T07:05:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0247,machine_down,M-03,2026-07-19T07:42:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0248,machine_down,M-06,2026-07-19T08:19:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0249,machine_down,M-03,2026-07-19T08:56:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0250,machine_down,M-06,2026-07-19T09:33:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0251,machine_down,M-03,2026-07-19T10:10:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0252,machine_down,M-06,2026-07-19T10:47:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0253,machine_down,M-03,2026-07-19T11:24:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0254,machine_down,M-06,2026-07-19T12:01:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0255,machine_down,M-03,2026-07-19T12:38:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0256,machine_down,M-06,2026-07-19T13:15:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0257,machine_down,M-03,2026-07-19T13:52:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0258,machine_down,M-06,2026-07-19T14:29:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0259,machine_down,M-03,2026-07-19T15:06:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0260,machine_down,M-06,2026-07-19T15:43:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0261,machine_down,M-03,2026-07-19T16:20:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0262,machine_down,M-06,2026-07-19T16:57:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0263,machine_down,M-03,2026-07-19T17:34:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0264,machine_down,M-06,2026-07-19T18:11:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0265,machine_down,M-03,2026-07-19T18:48:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0266,machine_down,M-06,2026-07-19T19:25:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0267,machine_down,M-03,2026-07-19T20:02:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0268,machine_down,M-06,2026-07-19T20:39:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0269,machine_down,M-03,2026-07-19T21:16:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0270,machine_down,M-06,2026-07-19T21:53:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0271,machine_down,M-03,2026-07-19T22:30:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0272,machine_down,M-06,2026-07-19T23:07:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0273,machine_down,M-03,2026-07-19T23:44:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0274,machine_down,M-06,2026-07-20T00:21:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0275,machine_down,M-03,2026-07-20T00:58:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0276,machine_down,M-06,2026-07-20T01:35:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0277,machine_down,M-03,2026-07-20T02:12:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0278,machine_down,M-06,2026-07-20T02:49:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0279,machine_down,M-03,2026-07-20T03:26:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0280,machine_down,M-06,2026-07-20T04:03:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0281,machine_down,M-03,2026-07-20T04:40:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0282,machine_down,M-06,2026-07-20T05:17:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0283,machine_down,M-03,2026-07-20T05:54:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0284,machine_down,M-06,2026-07-20T06:31:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0285,machine_down,M-03,2026-07-20T07:08:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0286,machine_down,M-06,2026-07-20T07:45:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0287,machine_down,M-03,2026-07-20T08:22:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0288,machine_down,M-06,2026-07-20T08:59:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0289,machine_down,M-03,2026-07-20T09:36:00+00:00,30,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0290,machine_down,M-06,2026-07-20T10:13:00+00:00,45,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0291,machine_down,M-03,2026-07-20T10:50:00+00:00,60,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0292,machine_down,M-06,2026-07-20T11:27:00+00:00,75,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0293,machine_down,M-03,2026-07-20T12:04:00+00:00,90,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0294,machine_down,M-06,2026-07-20T12:41:00+00:00,105,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0295,machine_down,M-03,2026-07-20T13:18:00+00:00,120,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0296,machine_down,M-06,2026-07-20T13:55:00+00:00,135,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0297,machine_down,M-03,2026-07-20T14:32:00+00:00,150,P1,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0298,machine_down,M-06,2026-07-20T15:09:00+00:00,165,P2,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
DT-INCIDENT-0299,machine_down,M-03,2026-07-20T15:46:00+00:00,180,P3,synthetic_digital_twin_from_p0_sample,INC-P0-M03-DOWN,20260713
DT-INCIDENT-0300,machine_down,M-06,2026-07-20T16:23:00+00:00,195,P4,synthetic_digital_twin_from_p0_sample,INC-P0-SYNTHETIC-EXT-02,20260713
