operation_id,work_order_id,sequence,machine_id,processing_time_min,planned_start,planned_end,provenance,seed_operation_id,generation_seed
DT-WO-00279-OP-005,DT-WO-00279,5,M-03,60,2026-07-17T01:30:00+00:00,2026-07-17T02:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00279-OP-006,DT-WO-00279,6,M-04,90,2026-07-17T01:33:00+00:00,2026-07-17T03:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00279-OP-007,DT-WO-00279,7,M-04,90,2026-07-17T01:36:00+00:00,2026-07-17T03:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00280-OP-001,DT-WO-00280,1,M-01,30,2026-07-17T01:39:00+00:00,2026-07-17T02:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00280-OP-002,DT-WO-00280,2,M-03,60,2026-07-17T01:42:00+00:00,2026-07-17T02:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00280-OP-003,DT-WO-00280,3,M-06,20,2026-07-17T01:45:00+00:00,2026-07-17T02:05:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00280-OP-004,DT-WO-00280,4,M-01,25,2026-07-17T01:48:00+00:00,2026-07-17T02:13:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00280-OP-005,DT-WO-00280,5,M-03,60,2026-07-17T01:51:00+00:00,2026-07-17T02:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00280-OP-006,DT-WO-00280,6,M-04,90,2026-07-17T01:54:00+00:00,2026-07-17T03:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00280-OP-007,DT-WO-00280,7,M-04,90,2026-07-17T01:57:00+00:00,2026-07-17T03:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00281-OP-001,DT-WO-00281,1,M-01,30,2026-07-17T02:00:00+00:00,2026-07-17T02:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00281-OP-002,DT-WO-00281,2,M-03,60,2026-07-17T02:03:00+00:00,2026-07-17T03:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00281-OP-003,DT-WO-00281,3,M-06,20,2026-07-17T02:06:00+00:00,2026-07-17T02:26:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00281-OP-004,DT-WO-00281,4,M-01,25,2026-07-17T02:09:00+00:00,2026-07-17T02:34:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00281-OP-005,DT-WO-00281,5,M-03,60,2026-07-17T02:12:00+00:00,2026-07-17T03:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00281-OP-006,DT-WO-00281,6,M-04,90,2026-07-17T02:15:00+00:00,2026-07-17T03:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00281-OP-007,DT-WO-00281,7,M-04,90,2026-07-17T02:18:00+00:00,2026-07-17T03:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00282-OP-001,DT-WO-00282,1,M-01,30,2026-07-17T02:21:00+00:00,2026-07-17T02:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00282-OP-002,DT-WO-00282,2,M-03,60,2026-07-17T02:24:00+00:00,2026-07-17T03:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00282-OP-003,DT-WO-00282,3,M-06,20,2026-07-17T02:27:00+00:00,2026-07-17T02:47:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00282-OP-004,DT-WO-00282,4,M-01,25,2026-07-17T02:30:00+00:00,2026-07-17T02:55:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00282-OP-005,DT-WO-00282,5,M-03,60,2026-07-17T02:33:00+00:00,2026-07-17T03:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00282-OP-006,DT-WO-00282,6,M-04,90,2026-07-17T02:36:00+00:00,2026-07-17T04:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00282-OP-007,DT-WO-00282,7,M-04,90,2026-07-17T02:39:00+00:00,2026-07-17T04:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00283-OP-001,DT-WO-00283,1,M-01,30,2026-07-17T02:42:00+00:00,2026-07-17T03:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00283-OP-002,DT-WO-00283,2,M-03,60,2026-07-17T02:45:00+00:00,2026-07-17T03:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00283-OP-003,DT-WO-00283,3,M-06,20,2026-07-17T02:48:00+00:00,2026-07-17T03:08:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00283-OP-004,DT-WO-00283,4,M-01,25,2026-07-17T02:51:00+00:00,2026-07-17T03:16:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00283-OP-005,DT-WO-00283,5,M-03,60,2026-07-17T02:54:00+00:00,2026-07-17T03:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00283-OP-006,DT-WO-00283,6,M-04,90,2026-07-17T02:57:00+00:00,2026-07-17T04:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00283-OP-007,DT-WO-00283,7,M-04,90,2026-07-17T03:00:00+00:00,2026-07-17T04:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00284-OP-001,DT-WO-00284,1,M-01,30,2026-07-17T03:03:00+00:00,2026-07-17T03:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00284-OP-002,DT-WO-00284,2,M-03,60,2026-07-17T03:06:00+00:00,2026-07-17T04:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00284-OP-003,DT-WO-00284,3,M-06,20,2026-07-17T03:09:00+00:00,2026-07-17T03:29:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00284-OP-004,DT-WO-00284,4,M-01,25,2026-07-17T03:12:00+00:00,2026-07-17T03:37:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00284-OP-005,DT-WO-00284,5,M-03,60,2026-07-17T03:15:00+00:00,2026-07-17T04:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00284-OP-006,DT-WO-00284,6,M-04,90,2026-07-17T03:18:00+00:00,2026-07-17T04:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00284-OP-007,DT-WO-00284,7,M-04,90,2026-07-17T03:21:00+00:00,2026-07-17T04:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00285-OP-001,DT-WO-00285,1,M-01,30,2026-07-17T03:24:00+00:00,2026-07-17T03:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00285-OP-002,DT-WO-00285,2,M-03,60,2026-07-17T03:27:00+00:00,2026-07-17T04:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00285-OP-003,DT-WO-00285,3,M-06,20,2026-07-17T03:30:00+00:00,2026-07-17T03:50:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00285-OP-004,DT-WO-00285,4,M-01,25,2026-07-17T03:33:00+00:00,2026-07-17T03:58:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00285-OP-005,DT-WO-00285,5,M-03,60,2026-07-17T03:36:00+00:00,2026-07-17T04:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00285-OP-006,DT-WO-00285,6,M-04,90,2026-07-17T03:39:00+00:00,2026-07-17T05:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00285-OP-007,DT-WO-00285,7,M-04,90,2026-07-17T03:42:00+00:00,2026-07-17T05:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00286-OP-001,DT-WO-00286,1,M-01,30,2026-07-17T03:45:00+00:00,2026-07-17T04:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00286-OP-002,DT-WO-00286,2,M-03,60,2026-07-17T03:48:00+00:00,2026-07-17T04:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00286-OP-003,DT-WO-00286,3,M-06,20,2026-07-17T03:51:00+00:00,2026-07-17T04:11:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00286-OP-004,DT-WO-00286,4,M-01,25,2026-07-17T03:54:00+00:00,2026-07-17T04:19:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00286-OP-005,DT-WO-00286,5,M-03,60,2026-07-17T03:57:00+00:00,2026-07-17T04:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00286-OP-006,DT-WO-00286,6,M-04,90,2026-07-17T04:00:00+00:00,2026-07-17T05:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00286-OP-007,DT-WO-00286,7,M-04,90,2026-07-17T04:03:00+00:00,2026-07-17T05:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00287-OP-001,DT-WO-00287,1,M-01,30,2026-07-17T04:06:00+00:00,2026-07-17T04:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00287-OP-002,DT-WO-00287,2,M-03,60,2026-07-17T04:09:00+00:00,2026-07-17T05:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00287-OP-003,DT-WO-00287,3,M-06,20,2026-07-17T04:12:00+00:00,2026-07-17T04:32:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00287-OP-004,DT-WO-00287,4,M-01,25,2026-07-17T04:15:00+00:00,2026-07-17T04:40:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00287-OP-005,DT-WO-00287,5,M-03,60,2026-07-17T04:18:00+00:00,2026-07-17T05:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00287-OP-006,DT-WO-00287,6,M-04,90,2026-07-17T04:21:00+00:00,2026-07-17T05:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00287-OP-007,DT-WO-00287,7,M-04,90,2026-07-17T04:24:00+00:00,2026-07-17T05:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00288-OP-001,DT-WO-00288,1,M-01,30,2026-07-17T04:27:00+00:00,2026-07-17T04:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00288-OP-002,DT-WO-00288,2,M-03,60,2026-07-17T04:30:00+00:00,2026-07-17T05:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00288-OP-003,DT-WO-00288,3,M-06,20,2026-07-17T04:33:00+00:00,2026-07-17T04:53:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00288-OP-004,DT-WO-00288,4,M-01,25,2026-07-17T04:36:00+00:00,2026-07-17T05:01:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00288-OP-005,DT-WO-00288,5,M-03,60,2026-07-17T04:39:00+00:00,2026-07-17T05:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00288-OP-006,DT-WO-00288,6,M-04,90,2026-07-17T04:42:00+00:00,2026-07-17T06:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00288-OP-007,DT-WO-00288,7,M-04,90,2026-07-17T04:45:00+00:00,2026-07-17T06:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00289-OP-001,DT-WO-00289,1,M-01,30,2026-07-17T04:48:00+00:00,2026-07-17T05:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00289-OP-002,DT-WO-00289,2,M-03,60,2026-07-17T04:51:00+00:00,2026-07-17T05:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00289-OP-003,DT-WO-00289,3,M-06,20,2026-07-17T04:54:00+00:00,2026-07-17T05:14:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00289-OP-004,DT-WO-00289,4,M-01,25,2026-07-17T04:57:00+00:00,2026-07-17T05:22:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00289-OP-005,DT-WO-00289,5,M-03,60,2026-07-17T05:00:00+00:00,2026-07-17T06:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00289-OP-006,DT-WO-00289,6,M-04,90,2026-07-17T05:03:00+00:00,2026-07-17T06:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00289-OP-007,DT-WO-00289,7,M-04,90,2026-07-17T05:06:00+00:00,2026-07-17T06:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00290-OP-001,DT-WO-00290,1,M-01,30,2026-07-17T05:09:00+00:00,2026-07-17T05:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00290-OP-002,DT-WO-00290,2,M-03,60,2026-07-17T05:12:00+00:00,2026-07-17T06:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00290-OP-003,DT-WO-00290,3,M-06,20,2026-07-17T05:15:00+00:00,2026-07-17T05:35:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00290-OP-004,DT-WO-00290,4,M-01,25,2026-07-17T05:18:00+00:00,2026-07-17T05:43:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00290-OP-005,DT-WO-00290,5,M-03,60,2026-07-17T05:21:00+00:00,2026-07-17T06:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00290-OP-006,DT-WO-00290,6,M-04,90,2026-07-17T05:24:00+00:00,2026-07-17T06:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00290-OP-007,DT-WO-00290,7,M-04,90,2026-07-17T05:27:00+00:00,2026-07-17T06:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00291-OP-001,DT-WO-00291,1,M-01,30,2026-07-17T05:30:00+00:00,2026-07-17T06:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00291-OP-002,DT-WO-00291,2,M-03,60,2026-07-17T05:33:00+00:00,2026-07-17T06:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00291-OP-003,DT-WO-00291,3,M-06,20,2026-07-17T05:36:00+00:00,2026-07-17T05:56:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00291-OP-004,DT-WO-00291,4,M-01,25,2026-07-17T05:39:00+00:00,2026-07-17T06:04:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00291-OP-005,DT-WO-00291,5,M-03,60,2026-07-17T05:42:00+00:00,2026-07-17T06:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00291-OP-006,DT-WO-00291,6,M-04,90,2026-07-17T05:45:00+00:00,2026-07-17T07:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00291-OP-007,DT-WO-00291,7,M-04,90,2026-07-17T05:48:00+00:00,2026-07-17T07:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00292-OP-001,DT-WO-00292,1,M-01,30,2026-07-17T05:51:00+00:00,2026-07-17T06:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00292-OP-002,DT-WO-00292,2,M-03,60,2026-07-17T05:54:00+00:00,2026-07-17T06:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00292-OP-003,DT-WO-00292,3,M-06,20,2026-07-17T05:57:00+00:00,2026-07-17T06:17:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00292-OP-004,DT-WO-00292,4,M-01,25,2026-07-17T06:00:00+00:00,2026-07-17T06:25:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00292-OP-005,DT-WO-00292,5,M-03,60,2026-07-17T06:03:00+00:00,2026-07-17T07:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00292-OP-006,DT-WO-00292,6,M-04,90,2026-07-17T06:06:00+00:00,2026-07-17T07:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00292-OP-007,DT-WO-00292,7,M-04,90,2026-07-17T06:09:00+00:00,2026-07-17T07:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00293-OP-001,DT-WO-00293,1,M-01,30,2026-07-17T06:12:00+00:00,2026-07-17T06:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00293-OP-002,DT-WO-00293,2,M-03,60,2026-07-17T06:15:00+00:00,2026-07-17T07:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00293-OP-003,DT-WO-00293,3,M-06,20,2026-07-17T06:18:00+00:00,2026-07-17T06:38:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00293-OP-004,DT-WO-00293,4,M-01,25,2026-07-17T06:21:00+00:00,2026-07-17T06:46:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00293-OP-005,DT-WO-00293,5,M-03,60,2026-07-17T06:24:00+00:00,2026-07-17T07:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00293-OP-006,DT-WO-00293,6,M-04,90,2026-07-17T06:27:00+00:00,2026-07-17T07:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00293-OP-007,DT-WO-00293,7,M-04,90,2026-07-17T06:30:00+00:00,2026-07-17T08:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00294-OP-001,DT-WO-00294,1,M-01,30,2026-07-17T06:33:00+00:00,2026-07-17T07:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00294-OP-002,DT-WO-00294,2,M-03,60,2026-07-17T06:36:00+00:00,2026-07-17T07:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00294-OP-003,DT-WO-00294,3,M-06,20,2026-07-17T06:39:00+00:00,2026-07-17T06:59:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00294-OP-004,DT-WO-00294,4,M-01,25,2026-07-17T06:42:00+00:00,2026-07-17T07:07:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00294-OP-005,DT-WO-00294,5,M-03,60,2026-07-17T06:45:00+00:00,2026-07-17T07:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00294-OP-006,DT-WO-00294,6,M-04,90,2026-07-17T06:48:00+00:00,2026-07-17T08:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00294-OP-007,DT-WO-00294,7,M-04,90,2026-07-17T06:51:00+00:00,2026-07-17T08:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00295-OP-001,DT-WO-00295,1,M-01,30,2026-07-17T06:54:00+00:00,2026-07-17T07:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00295-OP-002,DT-WO-00295,2,M-03,60,2026-07-17T06:57:00+00:00,2026-07-17T07:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00295-OP-003,DT-WO-00295,3,M-06,20,2026-07-17T07:00:00+00:00,2026-07-17T07:20:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00295-OP-004,DT-WO-00295,4,M-01,25,2026-07-17T07:03:00+00:00,2026-07-17T07:28:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00295-OP-005,DT-WO-00295,5,M-03,60,2026-07-17T07:06:00+00:00,2026-07-17T08:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00295-OP-006,DT-WO-00295,6,M-04,90,2026-07-17T07:09:00+00:00,2026-07-17T08:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00295-OP-007,DT-WO-00295,7,M-04,90,2026-07-17T07:12:00+00:00,2026-07-17T08:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00296-OP-001,DT-WO-00296,1,M-01,30,2026-07-17T07:15:00+00:00,2026-07-17T07:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00296-OP-002,DT-WO-00296,2,M-03,60,2026-07-17T07:18:00+00:00,2026-07-17T08:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00296-OP-003,DT-WO-00296,3,M-06,20,2026-07-17T07:21:00+00:00,2026-07-17T07:41:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00296-OP-004,DT-WO-00296,4,M-01,25,2026-07-17T07:24:00+00:00,2026-07-17T07:49:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00296-OP-005,DT-WO-00296,5,M-03,60,2026-07-17T07:27:00+00:00,2026-07-17T08:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00296-OP-006,DT-WO-00296,6,M-04,90,2026-07-17T07:30:00+00:00,2026-07-17T09:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00296-OP-007,DT-WO-00296,7,M-04,90,2026-07-17T07:33:00+00:00,2026-07-17T09:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00297-OP-001,DT-WO-00297,1,M-01,30,2026-07-17T07:36:00+00:00,2026-07-17T08:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00297-OP-002,DT-WO-00297,2,M-03,60,2026-07-17T07:39:00+00:00,2026-07-17T08:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00297-OP-003,DT-WO-00297,3,M-06,20,2026-07-17T07:42:00+00:00,2026-07-17T08:02:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00297-OP-004,DT-WO-00297,4,M-01,25,2026-07-17T07:45:00+00:00,2026-07-17T08:10:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00297-OP-005,DT-WO-00297,5,M-03,60,2026-07-17T07:48:00+00:00,2026-07-17T08:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00297-OP-006,DT-WO-00297,6,M-04,90,2026-07-17T07:51:00+00:00,2026-07-17T09:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00297-OP-007,DT-WO-00297,7,M-04,90,2026-07-17T07:54:00+00:00,2026-07-17T09:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00298-OP-001,DT-WO-00298,1,M-01,30,2026-07-17T07:57:00+00:00,2026-07-17T08:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00298-OP-002,DT-WO-00298,2,M-03,60,2026-07-17T08:00:00+00:00,2026-07-17T09:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00298-OP-003,DT-WO-00298,3,M-06,20,2026-07-17T08:03:00+00:00,2026-07-17T08:23:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00298-OP-004,DT-WO-00298,4,M-01,25,2026-07-17T08:06:00+00:00,2026-07-17T08:31:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00298-OP-005,DT-WO-00298,5,M-03,60,2026-07-17T08:09:00+00:00,2026-07-17T09:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00298-OP-006,DT-WO-00298,6,M-04,90,2026-07-17T08:12:00+00:00,2026-07-17T09:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00298-OP-007,DT-WO-00298,7,M-04,90,2026-07-17T08:15:00+00:00,2026-07-17T09:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00299-OP-001,DT-WO-00299,1,M-01,30,2026-07-17T08:18:00+00:00,2026-07-17T08:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00299-OP-002,DT-WO-00299,2,M-03,60,2026-07-17T08:21:00+00:00,2026-07-17T09:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00299-OP-003,DT-WO-00299,3,M-06,20,2026-07-17T08:24:00+00:00,2026-07-17T08:44:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00299-OP-004,DT-WO-00299,4,M-01,25,2026-07-17T08:27:00+00:00,2026-07-17T08:52:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
